0,DATE,D0,D1,D2,D3,D4,-9,W0,W1,W2,W3,W4
0,d_19201101,0,0,0,0,0,0,100,99.6,90.2,77.3,1.4
10.3,d_19201201,0,0,0,0,0,0,89.8,76.2,0,0,0
5.7,d_19210101,0,0,0,0,0,0,94.3,78.5,0,0,0
21.6,d_19210201,0,0,0,0,0,0,78.4,33.7,0,0,0
66.7,d_19210301,0,0,0,0,0,0,33.2,0.8,0,0,0
24.9,d_19210401,0,0,0,0,0,0,75.1,12.9,0,0,0
41.5,d_19210501,0,0,0,0,0,0,58.5,1.6,0,0,0
47.9,d_19210601,0,0,0,0,0,0,52,1.2,0,0,0
100,d_19210701,0,0,0,0,0,0,0,0,0,0,0
72.8,d_19210801,0,0,0,0,0,0,27.2,0,0,0,0
99.8,d_19210901,0,0,0,0,0,0,0.2,0,0,0,0
99.2,d_19211001,0,0,0,0,0,0,0.8,0,0,0,0
72.7,d_19211101,0,0,0,0,0,0,27.3,2,0,0,0
0,d_19211201,0,0,0,0,0,0,100,100,31.6,6.6,0
0,d_19220101,0,0,0,0,0,0,100,99.7,16.9,0,0
0,d_19220201,0,0,0,0,0,0,100,68.7,1.4,0,0
0,d_19220301,0,0,0,0,0,0,100,78.8,0,0,0
0,d_19220401,0,0,0,0,0,0,100,86.1,0.4,0,0
93.9,d_19220501,0,0,0,0,0,0,6.1,0,0,0,0
14.6,d_19220601,0,0,0,0,0,0,85.4,0,0,0,0
16.3,d_19220701,0,0,0,0,0,0,83.7,0,0,0,0
0,d_19220801,0,0,0,0,0,0,100.1,92.4,4.6,0,0
96.2,d_19220901,0,0,0,0,0,0,3.8,0,0,0,0
99.1,d_19221001,0,0,0,0,0,0,0.9,0,0,0,0
78.2,d_19221101,0,0,0,0,0,0,21.8,0,0,0,0
55.4,d_19221201,0,0,0,0,0,0,44.6,9.5,0,0,0
62,d_19230101,0,0,0,0,0,0,38,9.4,0,0,0
70.4,d_19230201,0,0,0,0,0,0,29.6,4.6,0,0,0
74.8,d_19230301,0,0,0,0,0,0,25.2,2.7,0,0,0
27.9,d_19230401,0,0,0,0,0,0,72.1,35.3,0,0,0
87.5,d_19230501,0,0,0,0,0,0,12.5,0,0,0,0
77.3,d_19230601,0,0,0,0,0,0,22.7,3,0,0,0
68.2,d_19230701,0,0,0,0,0,0,31.8,9.1,0,0,0
69.3,d_19230801,0,0,0,0,0,0,30.6,0.3,0,0,0
85.2,d_19230901,0,0,0,0,0,0,14.8,0,0,0,0
96.5,d_19231001,0,0,0,0,0,0,3.5,0,0,0,0
99.6,d_19231101,0,0,0,0,0,0,0.4,0,0,0,0
82.4,d_19231201,0,0,0,0,0,0,17.6,0,0,0,0
72.1,d_19240101,27.9,0.2,0,0,0,0,0,0,0,0,0
4.1,d_19240201,95.9,39.5,0.1,0,0,0,0,0,0,0,0
78.3,d_19240301,21.7,1.9,0,0,0,0,0,0,0,0,0
65.4,d_19240401,34.6,8.5,0,0,0,0,0,0,0,0,0
50.3,d_19240501,49.7,20.9,0.1,0,0,0,0,0,0,0,0
0,d_19240601,100,50,4.7,0,0,0,0,0,0,0,0
72.7,d_19240701,27.3,7.9,0,0,0,0,0,0,0,0,0
40.4,d_19240801,59.5,29.4,0.7,0,0,0,0,0,0,0,0
30.7,d_19240901,69.3,29.9,0.9,0,0,0,0,0,0,0,0
52.5,d_19241001,47.5,17.2,0,0,0,0,0,0,0,0,0
86.6,d_19241101,13.4,0,0,0,0,0,0,0,0,0,0
98.7,d_19241201,1.3,0,0,0,0,0,0,0,0,0,0
40.9,d_19250101,59.1,14,0,0,0,0,0,0,0,0,0
11,d_19250201,89,34.9,0,0,0,0,0,0,0,0,0
56.5,d_19250301,43.6,0.8,0,0,0,0,0,0,0,0,0
8.2,d_19250401,91.9,2.4,0,0,0,0,0,0,0,0,0
24,d_19250501,76,0,0,0,0,0,0,0,0,0,0
98,d_19250601,0,0,0,0,0,0,2,0,0,0,0
97.6,d_19250701,0,0,0,0,0,0,2.4,0,0,0,0
31.9,d_19250801,0,0,0,0,0,0,68.2,53.4,3,0,0
34.8,d_19250901,0,0,0,0,0,0,65.2,50.6,1.4,0,0
1.7,d_19251001,0,0,0,0,0,0,98.3,85.3,58.7,32,0
0.5,d_19251101,0,0,0,0,0,0,99.5,86.2,58.7,41.9,1.2
12.2,d_19251201,0,0,0,0,0,0,87.9,73.9,54.6,36.3,1
37.9,d_19260101,0.3,0,0,0,0,0,61.9,53.4,23.4,2.8,0
33.2,d_19260201,0,0,0,0,0,0,66.8,58.1,31.6,7.1,0
52.3,d_19260301,30.3,4.7,0,0,0,0,17.5,4.6,0,0,0
29.4,d_19260401,0,0,0,0,0,0,70.6,56.5,15.9,2.6,0
56.4,d_19260501,0,0,0,0,0,0,43.6,7.9,0,0,0
90.1,d_19260601,0,0,0,0,0,0,9.9,0,0,0,0
84.2,d_19260701,15.7,0.3,0,0,0,0,0,0,0,0,0
98.3,d_19260801,1.7,0,0,0,0,0,0,0,0,0,0
100,d_19260901,0,0,0,0,0,0,0,0,0,0,0
100,d_19261001,0,0,0,0,0,0,0,0,0,0,0
100,d_19261101,0,0,0,0,0,0,0,0,0,0,0
31.1,d_19261201,0,0,0,0,0,0,68.9,8,0,0,0
62,d_19270101,38,0,0,0,0,0,0,0,0,0,0
100,d_19270201,0,0,0,0,0,0,0,0,0,0,0
1.3,d_19270301,0,0,0,0,0,0,98.7,67.2,0,0,0
25.4,d_19270401,0,0,0,0,0,0,74.6,5.3,0,0,0
89.7,d_19270501,0,0,0,0,0,0,10.3,0,0,0,0
44.9,d_19270601,0,0,0,0,0,0,55.1,0,0,0,0
0.8,d_19270701,0,0,0,0,0,0,99.1,67,0,0,0
0,d_19270801,0,0,0,0,0,0,100.1,89.8,0.6,0,0
0,d_19270901,0,0,0,0,0,0,100,97.9,5.2,0,0
0,d_19271001,0,0,0,0,0,0,100,100,70.4,12.9,0
0,d_19271101,0,0,0,0,0,0,100,87.9,6.9,0,0
56.3,d_19271201,0,0,0,0,0,0,43.7,1.4,0,0,0
73.8,d_19280101,0,0,0,0,0,0,26.2,0,0,0,0
0,d_19280201,0,0,0,0,0,0,100,86,1,0,0
0,d_19280301,0,0,0,0,0,0,100,83.5,0.2,0,0
6.4,d_19280401,0,0,0,0,0,0,93.6,27.6,0,0,0
14.2,d_19280501,0,0,0,0,0,0,85.8,9.1,0,0,0
80.7,d_19280601,0,0,0,0,0,0,19.3,0,0,0,0
87.9,d_19280701,12.1,0.1,0,0,0,0,0,0,0,0,0
9.1,d_19280801,90.9,22.4,0,0,0,0,0,0,0,0,0
0,d_19280901,100,87.5,1.4,0,0,0,0,0,0,0,0
12.3,d_19281001,87.7,9.1,0,0,0,0,0,0,0,0,0
0.1,d_19281101,100,69,0,0,0,0,0,0,0,0,0
0,d_19281201,100,100,30.3,0,0,0,0,0,0,0,0
29,d_19290101,71,18.5,0,0,0,0,0,0,0,0,0
60.3,d_19290201,39.7,13.6,0.1,0,0,0,0,0,0,0,0
47.4,d_19290301,52.6,13.8,0.2,0,0,0,0,0,0,0,0
76.3,d_19290401,23.6,13.5,0.9,0,0,0,0,0,0,0,0
83.5,d_19290501,16.5,9,0.1,0,0,0,0,0,0,0,0
85,d_19290601,15.1,7,0,0,0,0,0,0,0,0,0
77.7,d_19290701,19,13.6,3.6,0.1,0,0,3.4,0,0,0,0
33.7,d_19290801,14.3,10.2,1.9,0,0,0,51.9,11.9,0,0,0
17,d_19290901,11.5,7.1,0.2,0,0,0,71.5,50.9,1.7,0,0
58.7,d_19291001,18.8,15,7.7,3.5,0,0,22.5,2,0,0,0
63.1,d_19291101,36.2,24.7,15.4,10.9,5.3,0,0.7,0,0,0,0
59.6,d_19291201,40.1,27.5,17.1,13.6,7.9,0,0.3,0,0,0,0
68.9,d_19300101,21,14.1,1.7,0,0,0,10.2,0.9,0,0,0
77.5,d_19300201,19.4,11.7,0,0,0,0,3.1,0,0,0,0
78.7,d_19300301,13.3,4.5,0,0,0,0,8,0,0,0,0
80.7,d_19300401,19.2,6.3,0,0,0,0,0,0,0,0,0
54.8,d_19300501,45.2,5.8,0,0,0,0,0,0,0,0,0
44.4,d_19300601,55.6,32.6,0,0,0,0,0,0,0,0,0
83,d_19300701,17,0,0,0,0,0,0,0,0,0,0
33.4,d_19300801,0,0,0,0,0,0,66.6,31.1,0,0,0
2.1,d_19300901,0,0,0,0,0,0,97.9,68.3,0,0,0
47.9,d_19301001,0,0,0,0,0,0,52.2,22.8,0,0,0
25,d_19301101,0,0,0,0,0,0,75,47,0.8,0,0
50.7,d_19301201,0,0,0,0,0,0,49.3,26.3,0,0,0
33.4,d_19310101,0,0,0,0,0,0,66.7,41.3,3,0,0
93.2,d_19310201,0,0,0,0,0,0,6.8,0,0,0,0
88.5,d_19310301,11.5,2.8,0,0,0,0,0,0,0,0,0
72.3,d_19310401,27.7,3.4,0,0,0,0,0,0,0,0,0
6.2,d_19310501,93.8,50.7,0.1,0,0,0,0,0,0,0,0
10.5,d_19310601,89.4,46.1,1.4,0,0,0,0,0,0,0,0
0,d_19310701,100,94.9,4.9,0.3,0,0,0,0,0,0,0
0,d_19310801,100,99.6,44.1,1.3,0,0,0,0,0,0,0
0,d_19310901,99.9,90,23.6,0.4,0,0,0,0,0,0,0
7.9,d_19311001,92.1,75,12.1,0,0,0,0,0,0,0,0
64,d_19311101,36.1,13.9,0,0,0,0,0,0,0,0,0
77.6,d_19311201,3.4,0,0,0,0,0,19,5.3,0,0,0
88.2,d_19320101,0,0,0,0,0,0,11.8,0.3,0,0,0
30.9,d_19320201,0,0,0,0,0,0,69.1,57,12.8,0.3,0
43.5,d_19320301,0,0,0,0,0,0,56.5,16.9,0,0,0
36.7,d_19320401,0,0,0,0,0,0,63.3,40.9,0,0,0
28.1,d_19320501,0,0,0,0,0,0,71.9,54.8,0,0,0
0,d_19320601,0,0,0,0,0,0,99.9,90.5,56.7,19,0
0,d_19320701,0,0,0,0,0,0,100,100,92.6,78.4,43.7
0,d_19320801,0,0,0,0,0,0,100,100,85.5,62,3
0,d_19320901,0,0,0,0,0,0,100,99.7,69.6,22.2,0
0,d_19321001,0,0,0,0,0,0,100.1,96.9,64.7,21.2,0
54.3,d_19321101,0,0,0,0,0,0,45.7,0,0,0,0
17.6,d_19321201,0,0,0,0,0,0,82.4,63.2,0,0,0
3.3,d_19330101,0,0,0,0,0,0,96.7,79.1,43.4,0,0
26.5,d_19330201,0,0,0,0,0,0,73.5,38.1,0,0,0
99.7,d_19330301,0.3,0,0,0,0,0,0,0,0,0,0
15,d_19330401,85.1,26.2,0,0,0,0,0,0,0,0,0
38.6,d_19330501,61.4,17.7,0,0,0,0,0,0,0,0,0
11.9,d_19330601,88.1,21.9,0,0,0,0,0,0,0,0,0
88.9,d_19330701,11.1,0,0,0,0,0,0,0,0,0,0
99.2,d_19330801,0.8,0,0,0,0,0,0,0,0,0,0
5.7,d_19330901,94.4,46.7,0,0,0,0,0,0,0,0,0
0,d_19331001,100,100,83,29.7,4,0,0,0,0,0,0
0.3,d_19331101,99.7,84.1,8.4,0,0,0,0,0,0,0,0
41.5,d_19331201,58.5,6.3,0,0,0,0,0,0,0,0,0
6.5,d_19340101,93.4,34.5,0,0,0,0,0,0,0,0,0
0,d_19340201,100,95.5,10.2,0,0,0,0,0,0,0,0
0,d_19340301,100,99.6,12.9,0,0,0,0,0,0,0,0
0,d_19340401,100,100,93.6,15.2,0,0,0,0,0,0,0
0,d_19340501,99.9,99.9,75,4.8,0,0,0,0,0,0,0
0,d_19340601,100,99.4,4.3,0,0,0,0,0,0,0,0
0,d_19340701,100,98.4,0,0,0,0,0,0,0,0,0
0,d_19340801,100,87.3,0,0,0,0,0,0,0,0,0
0,d_19340901,100,100,67.7,0,0,0,0,0,0,0,0
0,d_19341001,100.1,100.1,62.9,1,0,0,0,0,0,0,0
0,d_19341101,100,100,44.5,0.4,0,0,0,0,0,0,0
1.8,d_19341201,98.2,72.2,2.2,0,0,0,0,0,0,0,0
9.8,d_19350101,90.3,71.1,22.7,0.6,0,0,0,0,0,0,0
13.2,d_19350201,86.8,56.8,6.6,0,0,0,0,0,0,0,0
27.4,d_19350301,72.6,48,0,0,0,0,0,0,0,0,0
52.6,d_19350401,47.4,11.9,0,0,0,0,0,0,0,0,0
100,d_19350501,0,0,0,0,0,0,0,0,0,0,0
100,d_19350601,0,0,0,0,0,0,0,0,0,0,0
94.9,d_19350701,0,0,0,0,0,0,5.1,0,0,0,0
84,d_19350801,0,0,0,0,0,0,16,0,0,0,0
90.1,d_19350901,0.2,0,0,0,0,0,9.7,0,0,0,0
90.7,d_19351001,9.3,0,0,0,0,0,0,0,0,0,0
89.1,d_19351101,10.9,0.2,0,0,0,0,0,0,0,0,0
99.9,d_19351201,0.1,0,0,0,0,0,0,0,0,0,0
70.3,d_19360101,29.7,11.4,0,0,0,0,0,0,0,0,0
10.9,d_19360201,89,20.4,0,0,0,0,0,0,0,0,0
59.8,d_19360301,40.3,4.2,0,0,0,0,0,0,0,0,0
2.2,d_19360401,97.8,27.9,0,0,0,0,0,0,0,0,0
0,d_19360501,100,94.6,11.1,0,0,0,0,0,0,0,0
0.9,d_19360601,99.1,76.6,0,0,0,0,0,0,0,0,0
23.5,d_19360701,0,0,0,0,0,0,76.5,37.4,0.7,0,0
8.4,d_19360801,0,0,0,0,0,0,91.6,69.9,23,5.4,0
36.3,d_19360901,0,0,0,0,0,0,63.7,27.7,3.4,0.6,0
0,d_19361001,0,0,0,0,0,0,100,95.5,38.7,5.9,0.2
13.7,d_19361101,0,0,0,0,0,0,86.3,62.2,0.7,0,0
0,d_19361201,0,0,0,0,0,0,100,100,52.5,2.5,0
0,d_19370101,0,0,0,0,0,0,100,100,100,100,62.7
0,d_19370201,0,0,0,0,0,0,99.9,99.9,99.9,98.5,50.4
0,d_19370301,0,0,0,0,0,0,99.9,99.9,99.9,99.8,73.5
0,d_19370401,0,0,0,0,0,0,100,95.4,23.4,0,0
2.9,d_19370501,0,0,0,0,0,0,97.1,62.5,5.4,0,0
0,d_19370601,0,0,0,0,0,0,100,75.8,18.8,0,0
14.3,d_19370701,0,0,0,0,0,0,85.7,72.5,5,0,0
22.1,d_19370801,0,0,0,0,0,0,77.9,49.3,4.7,0,0
30.6,d_19370901,0,0,0,0,0,0,69.4,22.4,0,0,0
94.4,d_19371001,5.6,0,0,0,0,0,0,0,0,0,0
75.8,d_19371101,24.2,0,0,0,0,0,0.1,0,0,0,0
20.3,d_19371201,79.7,56.2,0,0,0,0,0,0,0,0,0
62.6,d_19380101,34.2,0,0,0,0,0,3.2,0.1,0,0,0
97.1,d_19380201,0,0,0,0,0,0,2.9,0,0,0,0
33.1,d_19380301,0,0,0,0,0,0,66.8,38.5,1.7,0,0
66.9,d_19380401,0,0,0,0,0,0,33.1,15,0,0,0
1.4,d_19380501,0,0,0,0,0,0,98.5,82.4,14.5,0,0
18.6,d_19380601,0,0,0,0,0,0,81.4,58.3,1.9,0,0
17.4,d_19380701,0,0,0,0,0,0,82.5,58.9,5.5,0,0
6.7,d_19380801,0,0,0,0,0,0,93.3,79.9,34.6,3.1,0
27,d_19380901,0,0,0,0,0,0,73,46.3,4.1,0,0
26.8,d_19381001,0,0,0,0,0,0,73.2,38.1,5.1,0,0
46.9,d_19381101,0,0,0,0,0,0,53.1,23.7,0,0,0
90.5,d_19381201,9.5,0,0,0,0,0,0,0,0,0,0
99.4,d_19390101,0,0,0,0,0,0,0.6,0,0,0,0
61,d_19390201,39,16,0,0,0,0,0,0,0,0,0
51.8,d_19390301,48.2,17.8,0,0,0,0,0,0,0,0,0
80.1,d_19390401,19.9,0,0,0,0,0,0,0,0,0,0
51.5,d_19390501,48.5,7.4,0,0,0,0,0,0,0,0,0
58.5,d_19390601,41.5,6.8,0,0,0,0,0,0,0,0,0
35.8,d_19390701,64.2,21.2,1.2,0,0,0,0,0,0,0,0
1.2,d_19390801,98.8,52.5,8.3,0.4,0,0,0,0,0,0,0
63.7,d_19390901,0,0,0,0,0,0,36.3,2.3,0,0,0
89.9,d_19391001,0,0,0,0,0,0,10.1,0,0,0,0
96.2,d_19391101,0,0,0,0,0,0,3.8,0,0,0,0
68.7,d_19391201,31.3,0,0,0,0,0,0,0,0,0,0
97.5,d_19400101,0,0,0,0,0,0,2.5,0,0,0,0
58.4,d_19400201,0,0,0,0,0,0,41.6,9.9,0,0,0
77.8,d_19400301,0,0,0,0,0,0,22.2,0,0,0,0
83.1,d_19400401,0,0,0,0,0,0,16.9,0,0,0,0
82.7,d_19400501,0,0,0,0,0,0,17.3,0,0,0,0
1,d_19400601,99.1,76.8,8.3,0.7,0,0,0,0,0,0,0
0,d_19400701,100,99.8,72.8,37.6,4.7,0,0,0,0,0,0
0,d_19400801,99.9,99.8,65,13.8,1.6,0,0,0,0,0,0
98.5,d_19400901,0.6,0,0,0,0,0,1,0,0,0,0
91.1,d_19401001,8.3,0,0,0,0,0,0.7,0,0,0,0
14.2,d_19401101,85.8,22.6,0,0,0,0,0,0,0,0,0
95.5,d_19401201,0.7,0,0,0,0,0,3.8,0,0,0,0
92.9,d_19410101,0.1,0,0,0,0,0,6.9,0,0,0,0
62.7,d_19410201,0,0,0,0,0,0,37.3,6.9,0,0,0
3.1,d_19410301,0,0,0,0,0,0,96.9,59.5,0.7,0,0
0,d_19410401,0,0,0,0,0,0,99.9,99.9,96.1,57.1,8.1
0,d_19410501,0,0,0,0,0,0,100.1,100.1,100.1,86.3,15
0,d_19410601,0,0,0,0,0,0,100,100,83.6,9.6,0
0,d_19410701,0,0,0,0,0,0,100,100,99.9,95,38.7
0,d_19410801,0,0,0,0,0,0,99.9,99.9,99.5,93,33.8
0,d_19410901,0,0,0,0,0,0,100.1,100.1,97.9,63.4,3.9
0,d_19411001,0,0,0,0,0,0,100,100,100,100,100
0,d_19411101,0,0,0,0,0,0,100,100,100,100,99.9
0,d_19411201,0,0,0,0,0,0,100,100,100,100,100
0,d_19420101,0,0,0,0,0,0,100,99.9,94.1,75.6,21.2
0,d_19420201,0,0,0,0,0,0,100,98.9,79.8,47.2,1.6
0,d_19420301,0,0,0,0,0,0,100,95.2,38.4,0,0
5.5,d_19420401,0,0,0,0,0,0,94.5,78.3,11.6,0,0
10.4,d_19420501,0,0,0,0,0,0,89.5,67,5.5,0,0
12.7,d_19420601,0,0,0,0,0,0,87.3,55.8,1.6,0,0
60.4,d_19420701,39.6,9.6,0,0,0,0,0,0,0,0,0
58.1,d_19420801,41.9,9.8,0,0,0,0,0,0,0,0,0
0,d_19420901,100,100,77.8,8.3,0,0,0,0,0,0,0
0,d_19421001,99.9,99.8,7.1,0,0,0,0,0,0,0,0
0.2,d_19421101,99.8,44.7,0,0,0,0,0,0,0,0,0
0.4,d_19421201,99.7,71.5,8.3,0.3,0,0,0,0,0,0,0
0,d_19430101,100,95.2,36,5.2,0,0,0,0,0,0,0
2.9,d_19430201,97.2,73.9,5.7,0,0,0,0,0,0,0,0
89.4,d_19430301,10.6,0,0,0,0,0,0,0,0,0,0
88.3,d_19430401,10.4,0,0,0,0,0,1.4,0,0,0,0
87,d_19430501,13,0,0,0,0,0,0,0,0,0,0
100,d_19430601,0,0,0,0,0,0,0,0,0,0,0
99.9,d_19430701,0.1,0,0,0,0,0,0,0,0,0,0
90.4,d_19430801,9.6,0,0,0,0,0,0,0,0,0,0
87.8,d_19430901,0.2,0,0,0,0,0,12,0,0,0,0
93.7,d_19431001,0.2,0,0,0,0,0,6.1,0,0,0,0
91.7,d_19431101,1.5,0,0,0,0,0,6.8,0,0,0,0
40.1,d_19431201,50.8,10.5,0,0,0,0,9.1,3.1,0,0,0
93.5,d_19440101,0,0,0,0,0,0,6.5,0,0,0,0
42.8,d_19440201,0,0,0,0,0,0,57.3,9.5,0,0,0
7.8,d_19440301,0,0,0,0,0,0,92.2,14.4,0,0,0
0,d_19440401,0,0,0,0,0,0,100,96.2,0,0,0
0,d_19440501,0,0,0,0,0,0,100,84.3,0,0,0
0,d_19440601,0,0,0,0,0,0,100,74.2,0,0,0
15.1,d_19440701,0,0,0,0,0,0,84.9,0.9,0,0,0
93.6,d_19440801,0,0,0,0,0,0,6.4,0,0,0,0
91.1,d_19440901,8.9,0,0,0,0,0,0,0,0,0,0
0.9,d_19441001,99,89.5,7.2,0,0,0,0,0,0,0,0
10.1,d_19441101,89.9,29.6,0,0,0,0,0,0,0,0,0
0,d_19441201,100,98.2,65.3,4.1,0,0,0,0,0,0,0
0,d_19450101,100,100,96.5,72.9,10.3,0,0,0,0,0,0
0,d_19450201,100,100,97.3,55.5,12.4,0,0,0,0,0,0
10.5,d_19450301,89.5,56.6,15.8,7.3,0,0,0,0,0,0,0
53,d_19450401,47.1,19.9,0,0,0,0,0,0,0,0,0
73.4,d_19450501,26.6,9.7,0,0,0,0,0,0,0,0,0
91,d_19450601,3.5,0,0,0,0,0,5.5,0,0,0,0
41.4,d_19450701,0,0,0,0,0,0,58.6,10.6,0,0,0
78.2,d_19450801,0,0,0,0,0,0,21.8,14.7,1,0,0
81.1,d_19450901,0.9,0,0,0,0,0,18,11.7,0,0,0
67.4,d_19451001,0,0,0,0,0,0,32.5,23.5,14.1,8.3,0
70.7,d_19451101,0,0,0,0,0,0,29.4,21.5,11.9,5.4,0
80.7,d_19451201,0,0,0,0,0,0,19.3,14.3,4.2,0,0
73.6,d_19460101,8.6,0,0,0,0,0,17.8,13.1,0.9,0,0
52.6,d_19460201,33.9,3.6,0,0,0,0,13.6,8.4,0,0,0
25.4,d_19460301,63.9,16.5,0,0,0,0,10.7,1.2,0,0,0
27.5,d_19460401,62.5,1.6,0,0,0,0,10,1.3,0,0,0
29.3,d_19460501,70.7,16.2,0,0,0,0,0,0,0,0,0
37.1,d_19460601,62.8,8.6,0,0,0,0,0,0,0,0,0
7.2,d_19460701,92.7,77.7,39.4,0,0,0,0,0,0,0,0
17.4,d_19460801,82.6,39.3,0,0,0,0,0,0,0,0,0
0,d_19460901,100,83,10.5,0.9,0,0,0,0,0,0,0
63.1,d_19461001,0,0,0,0,0,0,36.9,9.9,0,0,0
