0,DATE,D0,D1,D2,D3,D4,-9,W0,W1,W2,W3,W4
21.6,d_19720101,0,0,0,0,0,0,78.4,25.3,0,0,0
92,d_19720201,8,0,0,0,0,0,0,0,0,0,0
57,d_19720301,43,12.3,0,0,0,0,0,0,0,0,0
62.8,d_19720401,37.2,9.3,0,0,0,0,0,0,0,0,0
0,d_19720501,100,99.8,64.9,16.4,0,0,0,0,0,0,0
8.7,d_19720601,91.3,65.4,2.4,0,0,0,0,0,0,0,0
0,d_19720701,99.9,99.9,96.2,93.4,68.6,0,0,0,0,0,0
0,d_19720801,99.9,99.9,87.4,56.9,23.8,0,0,0,0,0,0
0,d_19720901,100,100,94.7,73.1,16.5,0,0,0,0,0,0
67.4,d_19721001,32.7,12.5,0,0,0,0,0,0,0,0,0
37.2,d_19721101,0,0,0,0,0,0,62.8,34.9,0,0,0
2.6,d_19721201,0,0,0,0,0,0,97.5,84.1,60.8,23,0
0.6,d_19730101,0,0,0,0,0,0,99.4,85.5,67.2,38,0.2
0,d_19730201,0,0,0,0,0,0,100,100,77.6,65.5,11.5
0,d_19730301,0,0,0,0,0,0,100.1,100.1,78.8,59.8,3.2
0,d_19730401,0,0,0,0,0,0,100.1,100.1,94.4,80.2,63.9
0,d_19730501,0,0,0,0,0,0,99.9,99.9,89.2,78.3,65.3
0,d_19730601,0,0,0,0,0,0,100,100,100,84.9,59.5
0,d_19730701,0,0,0,0,0,0,100,100,78.8,40,10.1
10.1,d_19730801,0,0,0,0,0,0,89.9,59.8,24.9,8.2,0
52.6,d_19730901,0,0,0,0,0,0,47.4,22.8,2,0,0
59,d_19731001,0,0,0,0,0,0,41,16.5,0,0,0
54.1,d_19731101,0,0,0,0,0,0,45.9,26.2,4.4,0,0
49,d_19731201,30.9,8.7,0,0,0,0,20.1,7.5,0,0,0
52.5,d_19740101,22.4,4.6,0,0,0,0,25.2,12.6,0,0,0
46.7,d_19740201,52.4,36.6,0,0,0,0,1,0,0,0,0
12.1,d_19740301,88,70.1,33,16.2,0,0,0,0,0,0,0
21.7,d_19740401,78.4,61.3,34,22.6,1.3,0,0,0,0,0,0
7.8,d_19740501,92.2,67.4,35.1,21.4,2.9,0,0,0,0,0,0
12.8,d_19740601,87.2,60.8,29.6,13.1,0,0,0,0,0,0,0
25.2,d_19740701,74.8,57.3,23.3,0.1,0,0,0,0,0,0,0
0,d_19740801,99.8,92,63.6,46.9,8,0,0,0,0,0,0
0,d_19740901,100.1,98.9,71.5,46.2,0,0,0,0,0,0,0
0,d_19741001,99.9,99.9,99.4,87.2,15.7,0,0,0,0,0,0
0,d_19741101,100,100,83.4,7.4,0,0,0,0,0,0,0
0,d_19741201,100,99.8,71.9,4.9,0,0,0,0,0,0,0
0,d_19750101,100,100,80,43,0.2,0,0,0,0,0,0
0,d_19750201,100,100,52.3,7.3,0,0,0,0,0,0,0
18.3,d_19750301,81.7,39.3,0,0,0,0,0,0,0,0,0
7.2,d_19750401,92.9,30,0.6,0,0,0,0,0,0,0,0
99.7,d_19750501,0.3,0,0,0,0,0,0,0,0,0,0
99.9,d_19750601,0.1,0,0,0,0,0,0,0,0,0,0
57.5,d_19750701,0,0,0,0,0,0,42.5,17.1,0,0,0
61.9,d_19750801,0,0,0,0,0,0,38.1,4.8,0,0,0
59.4,d_19750901,0,0,0,0,0,0,40.6,1.8,0,0,0
55.3,d_19751001,0,0,0,0,0,0,44.7,0,0,0,0
32.9,d_19751101,0,0,0,0,0,0,67.1,0,0,0,0
98.6,d_19751201,0,0,0,0,0,0,1.4,0,0,0,0
78.1,d_19760101,21.9,8.3,0,0,0,0,0,0,0,0,0
97.1,d_19760201,2.9,0,0,0,0,0,0,0,0,0,0
72.9,d_19760301,27,0.6,0,0,0,0,0,0,0,0,0
12.3,d_19760401,87.7,67,29.1,10.5,0,0,0,0,0,0,0
9.2,d_19760501,90.7,75.1,37.8,18.6,0,0,0,0,0,0,0
9,d_19760601,90.8,76.9,39.3,18.4,0,0,0,0,0,0,0
25.6,d_19760701,74.4,39.4,2.4,0,0,0,0,0,0,0,0
5.9,d_19760801,94.1,80.9,22.6,4.6,0,0,0,0,0,0,0
25.4,d_19760901,74.6,53.8,16.8,0.8,0,0,0,0,0,0,0
46.7,d_19761001,43.8,21.3,0,0,0,0,9.5,2.8,0,0,0
11.3,d_19761101,88.6,73.7,41.3,14.6,0,0,0,0,0,0,0
9.4,d_19761201,90.7,82.1,50.2,31,0,0,0,0,0,0,0
1.9,d_19770101,98,93.8,75.6,56,31.1,0,0,0,0,0,0
0,d_19770201,100.1,99.9,94,71.1,42.1,0,0,0,0,0,0
0,d_19770301,100,99.7,88.6,59.2,22.3,0,0,0,0,0,0
0,d_19770401,99.9,99.9,99.9,99.1,89.6,0,0,0,0,0,0
7.9,d_19770501,92.1,71.2,53,33.6,6,0,0,0,0,0,0
2.8,d_19770601,97.3,84.3,44.7,22.2,3.4,0,0,0,0,0,0
0,d_19770701,100,98,70,20.9,3.9,0,0,0,0,0,0
2.8,d_19770801,97.1,75,20.8,7.5,0,0,0,0,0,0,0
17.5,d_19770901,82.5,33.9,9.3,0.4,0,0,0,0,0,0,0
19.3,d_19771001,80.7,43,3.8,0,0,0,0,0,0,0,0
44.2,d_19771101,55.8,18.4,0,0,0,0,0,0,0,0,0
66.2,d_19771201,32.1,12.7,0,0,0,0,1.7,0,0,0,0
71.5,d_19780101,0,0,0,0,0,0,28.6,11.9,2.6,0.1,0
77.3,d_19780201,4,0,0,0,0,0,18.8,10.3,1.1,0,0
50.5,d_19780301,0,0,0,0,0,0,49.5,28.1,8.1,1.7,0
34.7,d_19780401,0,0,0,0,0,0,65.3,48.4,29.7,13.2,4.4
27.2,d_19780501,0,0,0,0,0,0,72.8,51.6,26.3,10.5,2.1
31.1,d_19780601,0,0,0,0,0,0,68.9,51.5,29.4,11.4,1.4
25.2,d_19780701,0,0,0,0,0,0,75,55.1,39.2,28.6,7.9
33.9,d_19780801,0,0,0,0,0,0,66.1,51.8,35.3,19.2,8.6
5.5,d_19780901,0,0,0,0,0,0,94.7,72.4,45.5,38.1,14.5
34.6,d_19781001,0,0,0,0,0,0,65.4,53.6,40.4,32.4,8.8
5,d_19781101,0,0,0,0,0,0,94.9,77.3,51.2,42.6,31.8
15.8,d_19781201,0,0,0,0,0,0,84.1,64,40.2,26.2,2
14.5,d_19790101,0,0,0,0,0,0,85.5,63.5,32.2,1.8,0
25.7,d_19790201,0,0,0,0,0,0,74.3,55,4.3,0,0
1,d_19790301,0,0,0,0,0,0,99.1,86.8,51.3,8.9,0
2.2,d_19790401,0,0,0,0,0,0,97.7,80.9,29.1,1.6,0
0,d_19790501,0,0,0,0,0,0,100,100,68.4,29.1,0.6
0,d_19790601,0,0,0,0,0,0,100,83.9,26.4,10.4,0
1.8,d_19790701,0,0,0,0,0,0,98.2,62.6,21.8,9.3,0.1
73,d_19790801,0,0,0,0,0,0,27.1,13.3,0.7,0,0
68.3,d_19790901,26.6,0.8,0,0,0,0,5.1,0,0,0,0
14.6,d_19791001,85.4,42.7,4,0,0,0,0,0,0,0,0
14.5,d_19791101,85.5,37.1,0.6,0,0,0,0,0,0,0,0
0,d_19791201,100,100,75,54.4,27.1,0,0,0,0,0,0
84.7,d_19800101,10.7,0.2,0,0,0,0,4.6,0,0,0,0
49.7,d_19800201,1,0,0,0,0,0,49.3,16.6,2.3,0,0
31.5,d_19800301,0,0,0,0,0,0,68.5,43.8,4.8,0.7,0
22.4,d_19800401,0,0,0,0,0,0,77.6,55,5.1,0.7,0
1.4,d_19800501,0,0,0,0,0,0,98.6,75.8,13.1,1.8,0
0,d_19800601,0,0,0,0,0,0,100.1,93.9,38.5,5.8,0
0.2,d_19800701,0,0,0,0,0,0,99.8,90.9,61,30.2,1.8
1,d_19800801,0,0,0,0,0,0,98.9,85.6,57.6,28.2,1.1
0,d_19800901,0,0,0,0,0,0,100,100,98,85.7,60.9
0,d_19801001,0,0,0,0,0,0,100,96.4,73.1,19.1,0
16.4,d_19801101,0,0,0,0,0,0,83.6,41.2,0,0,0
72.5,d_19801201,0.5,0,0,0,0,0,27,0,0,0,0
73.5,d_19810101,4.4,0.1,0,0,0,0,22.1,0,0,0,0
59.7,d_19810201,40.3,18.5,3,0.8,0,0,0,0,0,0,0
77.9,d_19810301,3.7,0,0,0,0,0,18.4,0,0,0,0
60.6,d_19810401,1.1,0,0,0,0,0,38.3,2.8,0,0,0
23.4,d_19810501,0,0,0,0,0,0,76.6,47.9,2.2,0,0
91.5,d_19810601,7.9,1.1,0,0,0,0,0.6,0,0,0,0
85.3,d_19810701,14.4,1,0,0,0,0,0.3,0,0,0,0
97.5,d_19810801,0.1,0,0,0,0,0,2.4,0,0,0,0
32.8,d_19810901,0,0,0,0,0,0,67.1,24.5,0,0,0
12.9,d_19811001,0,0,0,0,0,0,87.1,59.5,27.3,0,0
2,d_19811101,0,0,0,0,0,0,97.9,83.2,34.3,8.5,0
35.7,d_19811201,0.3,0,0,0,0,0,64,25.5,0,0,0
33.3,d_19820101,1.3,0,0,0,0,0,65.4,48.7,10.3,0,0
75.9,d_19820201,11.8,3,0,0,0,0,12.3,0,0,0,0
51.6,d_19820301,0.1,0,0,0,0,0,48.4,19,0,0,0
64.5,d_19820401,1.2,0.1,0,0,0,0,34.3,9.6,0,0,0
85.8,d_19820501,1.2,0,0,0,0,0,13.1,1.9,0,0,0
92,d_19820601,2.3,0.1,0,0,0,0,5.6,0,0,0,0
85.1,d_19820701,14.9,0.4,0,0,0,0,0,0,0,0,0
84,d_19820801,7,0,0,0,0,0,9.1,0,0,0,0
6.9,d_19820901,0,0,0,0,0,0,93.1,83.2,11.7,0.4,0
21.2,d_19821001,0,0,0,0,0,0,78.8,47.9,2.4,0.1,0
4.7,d_19821101,0,0,0,0,0,0,95.3,87.1,43.5,7.9,0.4
5,d_19821201,0,0,0,0,0,0,95,86.1,30.9,4.5,0
0.2,d_19830101,0,0,0,0,0,0,99.8,94,55.9,22.6,2.1
1.4,d_19830201,0,0,0,0,0,0,98.6,90.6,54.4,20.3,3.9
0,d_19830301,0,0,0,0,0,0,100,99.8,83.6,45.7,6.6
0,d_19830401,0,0,0,0,0,0,100,100,88.9,72.6,13.9
0,d_19830501,0,0,0,0,0,0,100,100,90.2,46.7,3.1
2.9,d_19830601,0,0,0,0,0,0,97.1,92.5,19.6,5,0
5.2,d_19830701,0.1,0,0,0,0,0,94.6,80,23.8,8.6,0.2
0.7,d_19830801,0,0,0,0,0,0,99.4,96.1,49.9,12,0
0.3,d_19830901,0,0,0,0,0,0,99.7,95.9,29.3,8.9,0.7
0,d_19831001,0,0,0,0,0,0,100,96.3,33.1,8.2,0
0,d_19831101,0,0,0,0,0,0,99.9,99.9,74,59.6,11.9
0,d_19831201,0,0,0,0,0,0,100,76.5,49.7,21.5,8.1
32.2,d_19840101,0,0,0,0,0,0,67.7,52.6,22.5,11.8,5.6
36.2,d_19840201,0,0,0,0,0,0,63.8,48.7,18.4,9.9,5
41.7,d_19840301,0,0,0,0,0,0,58.3,42.9,16.7,10.1,3.9
41,d_19840401,0,0,0,0,0,0,59,44.6,24.4,15,8.8
45.6,d_19840501,27.3,5.7,0,0,0,0,27,17,8.1,3.2,0
38.1,d_19840601,31.2,19,0,0,0,0,30.8,20.9,8.5,3.4,0
38.2,d_19840701,0,0,0,0,0,0,61.7,50.5,30.1,21.9,10.4
40.4,d_19840801,0,0,0,0,0,0,59.7,50.9,37.6,27.8,11
48.8,d_19840901,0,0,0,0,0,0,51.2,41,23.1,10.7,0.6
29.9,d_19841001,0,0,0,0,0,0,70.2,56.8,38.1,27.1,12.8
21.1,d_19841101,0,0,0,0,0,0,79,59.9,35.7,21.1,5.7
0,d_19841201,0,0,0,0,0,0,100.1,95.7,59.6,24.4,7.6
0,d_19850101,0,0,0,0,0,0,100.1,95,37.9,9.7,1.3
0,d_19850201,0,0,0,0,0,0,100,85.8,38.5,16.1,1.6
0,d_19850301,0,0,0,0,0,0,100,95,40.3,14.5,1.3
43.8,d_19850401,0,0,0,0,0,0,56.1,38.8,7.2,0.6,0
87.9,d_19850501,0,0,0,0,0,0,12.1,0,0,0,0
63.7,d_19850601,0,0,0,0,0,0,36.4,13.8,0,0,0
59.1,d_19850701,0,0,0,0,0,0,40.9,24.3,1.4,0.2,0
70.5,d_19850801,12.2,0,0,0,0,0,17.3,2.1,0.2,0,0
59.6,d_19850901,33.7,13.1,0,0,0,0,6.6,0.3,0,0,0
70.2,d_19851001,0.5,0,0,0,0,0,29.3,15.5,0,0,0
11.4,d_19851101,0,0,0,0,0,0,88.7,49.2,7.9,0,0
69.8,d_19851201,0,0,0,0,0,0,30.2,11.6,0,0,0
97.4,d_19860101,0,0,0,0,0,0,2.6,0,0,0,0
97.9,d_19860201,0.2,0,0,0,0,0,1.9,0,0,0,0
96.6,d_19860301,0,0,0,0,0,0,3.4,0,0,0,0
95.3,d_19860401,0,0,0,0,0,0,4.7,0.1,0,0,0
65.1,d_19860501,0,0,0,0,0,0,34.9,6,0,0,0
80.9,d_19860601,0,0,0,0,0,0,19.1,6,0,0,0
94.3,d_19860701,1.4,0,0,0,0,0,4.3,0,0,0,0
82.5,d_19860801,17.1,0,0,0,0,0,0.3,0,0,0,0
88.4,d_19860901,0,0,0,0,0,0,11.6,2.4,0,0,0
47.1,d_19861001,0,0,0,0,0,0,52.8,5.3,0,0,0
74.1,d_19861101,0,0,0,0,0,0,26,2.8,0,0,0
91.9,d_19861201,0.8,0,0,0,0,0,7.3,0,0,0,0
92.6,d_19870101,7.5,1.7,0,0,0,0,0,0,0,0,0
96.1,d_19870201,3.9,0.4,0,0,0,0,0,0,0,0,0
96.1,d_19870301,2.9,0.4,0,0,0,0,1,0,0,0,0
97.5,d_19870401,2.5,0.2,0,0,0,0,0,0,0,0,0
100,d_19870501,0,0,0,0,0,0,0,0,0,0,0
49.9,d_19870601,50.1,0,0,0,0,0,0,0,0,0,0
90.5,d_19870701,9.5,0,0,0,0,0,0,0,0,0,0
97.4,d_19870801,1.3,0,0,0,0,0,1.3,0.1,0,0,0
98.6,d_19870901,0.9,0,0,0,0,0,0.5,0,0,0,0
54.3,d_19871001,0,0,0,0,0,0,45.7,5.6,0.4,0,0
6.2,d_19871101,0,0,0,0,0,0,93.8,71.9,4.1,0.4,0
7.3,d_19871201,0,0,0,0,0,0,92.7,70.7,5.6,0.4,0
0,d_19880101,0,0,0,0,0,0,100,90.8,43.6,4.3,0.1
10.9,d_19880201,0,0,0,0,0,0,89.1,54.3,0.3,0,0
40.3,d_19880301,0,0,0,0,0,0,59.7,39.2,2.6,0,0
0,d_19880401,0,0,0,0,0,0,99.9,96,42.7,14.1,0
0.9,d_19880501,0,0,0,0,0,0,99.1,92.5,21.8,1.2,0
0,d_19880601,0,0,0,0,0,0,100.1,99.2,57.5,29.3,0.8
0.6,d_19880701,0,0,0,0,0,0,99.3,92.9,33.6,3,0
19.1,d_19880801,0,0,0,0,0,0,80.9,33.5,0,0,0
63.9,d_19880901,0,0,0,0,0,0,36.1,4.2,0,0,0
99.9,d_19881001,0.1,0,0,0,0,0,0,0,0,0,0
73,d_19881101,0,0,0,0,0,0,27,0,0,0,0
49.1,d_19881201,0,0,0,0,0,0,50.9,19.5,0,0,0
55.6,d_19890101,44.5,14.7,0,0,0,0,0,0,0,0,0
29.7,d_19890201,70.3,27.7,0,0,0,0,0,0,0,0,0
18.6,d_19890301,81.4,70.9,2.8,0,0,0,0,0,0,0,0
2,d_19890401,98,84.8,31.5,1.1,0,0,0,0,0,0,0
0,d_19890501,100,91.1,53.3,0.4,0,0,0,0,0,0,0
4.7,d_19890601,95.3,83.5,30.1,0.4,0,0,0,0,0,0,0
8.2,d_19890701,91.7,69.8,1.6,0,0,0,0,0,0,0,0
18.5,d_19890801,81.4,44.7,4.3,0.2,0,0,0,0,0,0,0
2.5,d_19890901,97.4,79.9,23.5,2.9,0,0,0,0,0,0,0
0,d_19891001,100,76.1,39.5,8.5,0,0,0,0,0,0,0
0,d_19891101,100,94.9,59.6,23.6,0,0,0,0,0,0,0
0,d_19891201,100,100,83.4,62.3,23.2,0,0,0,0,0,0
14.6,d_19900101,85.3,75.5,44.5,12.6,1.6,0,0,0,0,0,0
15.8,d_19900201,84.2,61.3,5.8,2.1,0.2,0,0,0,0,0,0
22.4,d_19900301,77.7,44.3,2,0.2,0,0,0,0,0,0,0
56.6,d_19900401,43.4,10.3,0,0,0,0,0,0,0,0,0
40.7,d_19900501,59.2,29,0,0,0,0,0,0,0,0,0
62.1,d_19900601,35.1,1.1,0,0,0,0,2.8,0,0,0,0
60.5,d_19900701,28.5,0.7,0,0,0,0,11,2.3,0,0,0
63.9,d_19900801,24.2,0.9,0,0,0,0,11.8,4.2,0,0,0
70.2,d_19900901,0,0,0,0,0,0,29.8,22.3,6.2,0.5,0
79.6,d_19901001,0,0,0,0,0,0,20.4,10.8,1.3,0,0
81.6,d_19901101,1.3,0,0,0,0,0,17.1,6.4,0,0,0
79.9,d_19901201,0.9,0,0,0,0,0,19.2,9.8,2.8,0,0
71.9,d_19910101,18,1.1,0,0,0,0,10.1,4.5,0,0,0
52.7,d_19910201,44.1,14.9,0.2,0,0,0,3.2,0,0,0,0
60.7,d_19910301,38.2,4.2,0,0,0,0,1.1,0,0,0,0
44.8,d_19910401,55.2,17.1,0,0,0,0,0,0,0,0,0
91.7,d_19910501,2.6,0,0,0,0,0,5.7,0,0,0,0
77.8,d_19910601,22.1,0.1,0,0,0,0,0,0,0,0,0
46.3,d_19910701,53.7,23.4,0,0,0,0,0,0,0,0,0
27.2,d_19910801,72.9,42.7,0,0,0,0,0,0,0,0,0
36.5,d_19910901,63.4,41.4,0.2,0,0,0,0,0,0,0,0
74.9,d_19911001,24,0,0,0,0,0,1.1,0,0,0,0
86.2,d_19911101,0,0,0,0,0,0,13.8,5.1,0,0,0
88.1,d_19911201,10.8,2.8,0,0,0,0,1.1,0,0,0,0
87.1,d_19920101,7.9,2.6,0,0,0,0,5,0.4,0,0,0
87.8,d_19920201,12,0,0,0,0,0,0.2,0,0,0,0
50,d_19920301,0,0,0,0,0,0,49.9,36.9,8.9,0,0
46,d_19920401,0,0,0,0,0,0,54.1,36.7,1.5,0,0
19.7,d_19920501,0,0,0,0,0,0,80.3,53.2,29.9,0,0
34.9,d_19920601,0,0,0,0,0,0,65,38.2,18.1,2.8,0
63.6,d_19920701,0.4,0,0,0,0,0,35.9,30.7,14.3,1.7,0
63.7,d_19920801,0,0,0,0,0,0,36.3,19.8,7.1,0,0
79.4,d_19920901,0.3,0,0,0,0,0,20.2,9.9,0,0,0
35.4,d_19921001,0,0,0,0,0,0,64.6,21.7,0.2,0,0
82.3,d_19921101,0,0,0,0,0,0,17.7,0.6,0,0,0
69.6,d_19921201,26.3,0.9,0,0,0,0,4,0.5,0,0,0
6.5,d_19930101,0,0,0,0,0,0,93.6,86.6,29.5,7.9,0.6
0.1,d_19930201,0,0,0,0,0,0,99.9,96.6,76.1,39.3,7.1
0,d_19930301,0,0,0,0,0,0,100,98.5,50.3,15.6,2.6
0,d_19930401,0,0,0,0,0,0,99.9,98,60.1,12.5,1.7
0,d_19930501,0,0,0,0,0,0,99.9,94.5,31.1,12.4,0.2
0,d_19930601,0,0,0,0,0,0,100,100,82.9,35.1,6.8
0.7,d_19930701,0,0,0,0,0,0,99.2,87.4,34,19.3,2.9
1.3,d_19930801,0,0,0,0,0,0,98.7,82.6,40.6,24.6,5.1
43.9,d_19930901,0,0,0,0,0,0,56,37.1,13.5,1.6,0
90.5,d_19931001,6.8,0,0,0,0,0,2.7,0,0,0,0
11.9,d_19931101,88.1,64.7,7.5,0,0,0,0,0,0,0,0
1.6,d_19931201,98.4,84.8,17.8,0.7,0,0,0,0,0,0,0
1.4,d_19940101,98.6,91.3,54.6,14.5,0,0,0,0,0,0,0
7.8,d_19940201,92.2,71.5,11.1,0,0,0,0,0,0,0,0
0,d_19940301,100,99.5,65.4,7.3,0,0,0,0,0,0,0
11.8,d_19940401,88.3,48.1,0,0,0,0,0,0,0,0,0
16.4,d_19940501,83.6,29,0,0,0,0,0,0,0,0,0
53.5,d_19940601,46.5,11.1,0,0,0,0,0,0,0,0,0
0,d_19940701,100,93.8,2.8,0,0,0,0,0,0,0,0
0.7,d_19940801,99.3,79.3,2.7,0,0,0,0,0,0,0,0
19.3,d_19940901,80.6,31.2,0,0,0,0,0,0,0,0,0
98.2,d_19941001,0,0,0,0,0,0,1.8,0,0,0,0
46.6,d_19941101,0,0,0,0,0,0,53.4,14.4,0,0,0
27.2,d_19941201,0,0,0,0,0,0,72.8,47.5,0,0,0
8.8,d_19950101,0,0,0,0,0,0,91.2,67.4,5.9,0,0
6.2,d_19950201,0,0,0,0,0,0,93.7,57.9,0.2,0,0
0,d_19950301,0,0,0,0,0,0,100,98.9,60.6,17.9,0
0,d_19950401,0,0,0,0,0,0,100,100,97.1,54.9,1
0,d_19950501,0,0,0,0,0,0,100,100,100,89.8,21.8
0,d_19950601,0,0,0,0,0,0,100,100,100,99.8,80
0,d_19950701,0,0,0,0,0,0,100,100,96,92.3,27.2
4.1,d_19950801,0,0,0,0,0,0,95.9,93.7,57,11.8,0.4
4.9,d_19950901,0,0,0,0,0,0,95.1,91.7,35,5.4,0
49.2,d_19951001,0,0,0,0,0,0,50.8,14.7,0,0,0
73.8,d_19951101,0,0,0,0,0,0,26.1,4.5,0,0,0
48.1,d_19951201,51.8,17.4,1.5,0,0,0,0,0,0,0,0
32,d_19960101,68,46.1,6.6,2.3,0.1,0,0,0,0,0,0
4.4,d_19960201,95.7,81.9,42.5,15.8,1.3,0,0,0,0,0,0
0,d_19960301,100,100,88.8,74.3,54,0,0,0,0,0,0
0,d_19960401,100,95.4,76.7,63.7,43.3,0,0,0,0,0,0
1.6,d_19960501,98.4,89.2,56.9,41.8,10.2,0,0,0,0,0,0
1,d_19960601,99.1,91.5,61.8,45,17.1,0,0,0,0,0,0
22.3,d_19960701,77.7,54.5,15.5,0,0,0,0,0,0,0,0
